"10:20:45.122 -> Soil: 83.0% | Temp: 31.3°C | Hum: 74.5%"
"12:35:49.943 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:35:54.960 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:35:59.929 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.1%"
"12:36:04.921 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.2%"
"12:36:09.939 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.0%"
"12:36:14.915 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.4%"
"12:36:19.940 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:36:24.918 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:36:29.919 -> Soil: 82.0% | Temp: 32.2°C | Hum: 72.3%"
"12:36:34.961 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:36:39.952 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.1%"
"12:36:44.946 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:36:49.945 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.1%"
"12:36:54.923 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:36:59.959 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:37:04.958 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:37:09.957 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:37:14.947 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:37:19.935 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:37:24.932 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.3%"
"12:37:29.927 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:37:34.916 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:37:39.952 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.5%"
"12:37:44.946 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:37:49.944 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.5%"
"12:37:54.934 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:37:59.922 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.4%"
"12:38:04.921 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.4%"
"12:38:09.916 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:38:14.947 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:38:19.945 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.5%"
"12:38:24.938 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.4%"
"12:38:29.931 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:38:34.930 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.4%"
"12:38:39.923 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:38:44.919 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:38:49.911 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:38:54.913 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:38:59.910 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.2%"
"12:39:04.955 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.6%"
"12:39:09.946 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.4%"
"12:39:14.945 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:39:19.944 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:39:24.944 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.0%"
"12:39:29.930 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.4%"
"12:39:34.930 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:39:39.926 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.4%"
"12:39:44.923 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.4%"
"12:39:49.926 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:39:54.914 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.4%"
"12:39:59.949 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:40:04.948 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:40:09.938 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:40:14.932 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:40:19.931 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:40:24.925 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.4%"
"12:40:29.913 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:40:34.909 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.1%"
"12:40:39.911 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:40:44.948 -> Soil: 83.0% | Temp: 32.1°C | Hum: 72.0%"
"12:40:49.940 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:40:54.928 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.1%"
"12:40:59.918 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.4%"
"12:41:04.914 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:41:09.910 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.2%"
"12:41:14.908 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.1%"
"12:41:19.947 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.1%"
"12:41:24.945 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.1%"
"12:41:29.945 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.1%"
"12:41:34.914 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.1%"
"12:41:39.930 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:41:44.907 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:41:49.951 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:41:54.932 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:41:59.931 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.1%"
"12:42:04.929 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.1%"
"12:42:09.924 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:42:14.926 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:42:19.922 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:42:24.921 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.4%"
"12:42:29.922 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:42:34.919 -> Soil: 84.0% | Temp: 32.3°C | Hum: 72.3%"
"12:42:39.916 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.5%"
"12:42:44.916 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:42:49.904 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.4%"
"12:42:54.948 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.3%"
"12:42:59.935 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.0%"
"12:43:04.931 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.1%"
"12:43:09.924 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.2%"
"12:43:14.920 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:43:19.923 -> Soil: 83.0% | Temp: 32.3°C | Hum: 72.2%"
"12:43:24.916 -> Soil: 84.0% | Temp: 32.3°C | Hum: 72.3%"
"12:43:29.904 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:43:34.946 -> Soil: 84.0% | Temp: 32.2°C | Hum: 72.3%"
"12:43:39.940 -> Soil: 84.0% | Temp: 32.3°C | Hum: 72.0%"
"12:43:44.934 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.9%"
"12:43:49.929 -> Soil: 83.0% | Temp: 32.2°C | Hum: 72.0%"
"12:43:54.934 -> Soil: 83.0% | Temp: 32.3°C | Hum: 72.0%"
"12:43:59.932 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.9%"
"12:44:04.930 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.8%"
"12:44:09.925 -> Soil: 84.0% | Temp: 32.3°C | Hum: 72.0%"
"12:44:14.925 -> Soil: 84.0% | Temp: 32.3°C | Hum: 72.0%"
"12:44:19.921 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.7%"
"12:44:24.928 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.8%"
"12:44:29.942 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.6%"
"12:44:34.939 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.7%"
"12:44:39.932 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.7%"
"12:44:44.922 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.7%"
"12:44:49.916 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.5%"
"12:44:54.903 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.5%"
"12:44:59.946 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.5%"
"12:45:04.931 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.4%"
"12:45:09.916 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.4%"
"12:45:14.913 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.5%"
"12:45:19.901 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.5%"
"12:45:24.901 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.4%"
"12:45:29.899 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.2%"
"12:45:34.937 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.1%"
"12:45:39.931 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.2%"
"12:45:44.932 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.3%"
"12:45:49.931 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.4%"
"12:45:54.916 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.4%"
"12:45:59.912 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.4%"
"12:46:04.913 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.3%"
"12:46:09.914 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.2%"
"12:46:14.905 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.2%"
"12:46:19.909 -> Soil: 83.0% | Temp: 32.3°C | Hum: 71.3%"
"12:46:24.906 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.2%"
"12:46:29.900 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.4%"
"12:46:34.943 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.4%"
"12:46:39.941 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.2%"
"12:46:44.930 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.1%"
"12:46:49.922 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.4%"
"12:46:54.911 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.4%"
"12:46:59.910 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.5%"
"12:47:04.910 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.5%"
"12:47:09.900 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.6%"
"12:47:14.944 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.4%"
"12:47:19.941 -> Soil: 84.0% | Temp: 32.3°C | Hum: 72.0%"
"12:47:24.939 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.8%"
"12:47:29.934 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.6%"
"12:47:34.926 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.6%"
"12:47:39.910 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.6%"
"12:47:44.916 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.8%"
"12:47:49.905 -> Soil: 84.0% | Temp: 32.3°C | Hum: 71.5%"
"12:47:54.935 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.8%"
"12:47:59.927 -> Soil: 84.0% | Temp: 32.4°C | Hum: 72.0%"
"12:48:04.919 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.7%"
"12:48:09.919 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.9%"
"12:48:14.916 -> Soil: 84.0% | Temp: 32.4°C | Hum: 73.2%"
"12:48:19.916 -> Soil: 84.0% | Temp: 32.4°C | Hum: 73.4%"
"12:48:24.906 -> Soil: 84.0% | Temp: 32.4°C | Hum: 74.8%"
"12:48:29.904 -> Soil: 84.0% | Temp: 32.4°C | Hum: 73.7%"
"12:48:34.900 -> Soil: 85.0% | Temp: 32.4°C | Hum: 72.7%"
"12:48:39.901 -> Soil: 84.0% | Temp: 32.4°C | Hum: 72.6%"
"12:48:44.942 -> Soil: 84.0% | Temp: 32.4°C | Hum: 72.3%"
"12:48:49.932 -> Soil: 84.0% | Temp: 32.4°C | Hum: 72.6%"
"12:48:54.933 -> Soil: 83.0% | Temp: 32.4°C | Hum: 71.9%"
"12:48:59.933 -> Soil: 84.0% | Temp: 32.4°C | Hum: 72.1%"
"12:49:04.929 -> Soil: 84.0% | Temp: 32.5°C | Hum: 73.3%"
"12:49:09.918 -> Soil: 84.0% | Temp: 32.4°C | Hum: 72.7%"
"12:49:14.908 -> Soil: 84.0% | Temp: 32.4°C | Hum: 72.1%"
"12:49:19.909 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.5%"
"12:49:24.901 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.3%"
"12:49:29.900 -> Soil: 84.0% | Temp: 32.4°C | Hum: 70.9%"
"12:49:34.901 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.1%"
"12:49:39.898 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.3%"
"12:49:44.941 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.5%"
"12:49:49.940 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.5%"
"12:49:54.930 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.6%"
"12:49:59.928 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.6%"
"12:50:04.916 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.5%"
"12:50:09.919 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.2%"
"12:50:14.915 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.0%"
"12:50:19.913 -> Soil: 84.0% | Temp: 32.4°C | Hum: 70.8%"
"12:50:24.912 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.0%"
"12:50:29.910 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.1%"
"12:50:34.910 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.9%"
"12:50:39.902 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.5%"
"12:50:44.892 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.3%"
"12:50:49.938 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.2%"
"12:50:54.932 -> Soil: 84.0% | Temp: 32.4°C | Hum: 71.0%"
"12:50:59.923 -> Soil: 84.0% | Temp: 32.5°C | Hum: 70.9%"
"12:51:04.918 -> Soil: 84.0% | Temp: 32.4°C | Hum: 70.6%"
"12:51:09.919 -> Soil: 84.0% | Temp: 32.5°C | Hum: 70.5%"
"12:51:14.913 -> Soil: 84.0% | Temp: 32.5°C | Hum: 70.5%"
"12:51:19.903 -> Soil: 84.0% | Temp: 32.4°C | Hum: 70.7%"
"12:51:24.900 -> Soil: 84.0% | Temp: 32.5°C | Hum: 70.5%"
"12:51:29.934 -> Soil: 83.0% | Temp: 32.5°C | Hum: 71.6%"
"12:51:34.931 -> Soil: 84.0% | Temp: 32.5°C | Hum: 70.7%"
"12:51:39.929 -> Soil: 84.0% | Temp: 32.5°C | Hum: 70.6%"
"12:51:44.918 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.0%"
"12:51:49.916 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.0%"
"12:51:54.915 -> Soil: 84.0% | Temp: 32.5°C | Hum: 70.9%"
"12:51:59.914 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.7%"
"12:52:04.908 -> Soil: 83.0% | Temp: 32.5°C | Hum: 71.3%"
"12:52:09.904 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.5%"
"12:52:14.900 -> Soil: 83.0% | Temp: 32.5°C | Hum: 71.3%"
"12:52:19.897 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.4%"
"12:52:24.892 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.8%"
"12:52:29.895 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.8%"
"12:52:34.932 -> Soil: 84.0% | Temp: 32.5°C | Hum: 72.6%"
"12:52:39.926 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.7%"
"12:52:44.915 -> Soil: 84.0% | Temp: 32.5°C | Hum: 71.9%"
"12:52:49.918 -> Soil: 84.0% | Temp: 32.6°C | Hum: 73.0%"
"12:52:54.920 -> Soil: 84.0% | Temp: 32.6°C | Hum: 72.1%"
"12:52:59.917 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.7%"
"12:53:04.919 -> Soil: 83.0% | Temp: 32.6°C | Hum: 71.6%"
"12:53:09.913 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.3%"
"12:53:14.907 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.6%"
"12:53:19.907 -> Soil: 85.0% | Temp: 32.6°C | Hum: 72.0%"
"12:53:24.900 -> Soil: 83.0% | Temp: 32.6°C | Hum: 71.8%"
"12:53:29.896 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.7%"
"12:53:34.889 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.5%"
"12:53:39.932 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.1%"
"12:53:44.925 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.2%"
"12:53:49.919 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.5%"
"12:53:54.918 -> Soil: 84.0% | Temp: 32.6°C | Hum: 72.2%"
"12:53:59.919 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.5%"
"12:54:04.899 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.3%"
"12:54:09.895 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.3%"
"12:54:14.934 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.6%"
"12:54:19.889 -> Soil: 84.0% | Temp: 32.6°C | Hum: 72.2%"
"12:54:24.926 -> Soil: 83.0% | Temp: 32.6°C | Hum: 71.8%"
"12:54:29.913 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.2%"
"12:54:34.924 -> Soil: 84.0% | Temp: 32.6°C | Hum: 72.4%"
"12:54:39.924 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.9%"
"12:54:44.921 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.5%"
"12:54:49.915 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.8%"
"12:54:54.905 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.6%"
"12:54:59.906 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.5%"
"12:55:04.909 -> Soil: 84.0% | Temp: 32.6°C | Hum: 72.1%"
"12:55:09.907 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.3%"
"12:55:14.906 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.0%"
"12:55:19.903 -> Soil: 83.0% | Temp: 32.6°C | Hum: 71.3%"
"12:55:24.898 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.2%"
"12:55:29.899 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.7%"
"12:55:34.894 -> Soil: 83.0% | Temp: 32.6°C | Hum: 71.4%"
"12:55:39.888 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.1%"
"12:55:44.931 -> Soil: 84.0% | Temp: 32.6°C | Hum: 70.8%"
"12:55:49.929 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.2%"
"12:55:54.917 -> Soil: 83.0% | Temp: 32.6°C | Hum: 71.9%"
"12:55:59.918 -> Soil: 83.0% | Temp: 32.6°C | Hum: 71.7%"
"12:56:04.914 -> Soil: 83.0% | Temp: 32.6°C | Hum: 72.3%"
"12:56:09.913 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.4%"
"12:56:14.906 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.7%"
"12:56:19.900 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.9%"
"12:56:24.892 -> Soil: 84.0% | Temp: 32.7°C | Hum: 71.8%"
"12:56:29.885 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.4%"
"12:56:34.928 -> Soil: 84.0% | Temp: 32.6°C | Hum: 71.3%"
"12:56:39.883 -> Soil: 84.0% | Temp: 32.6°C | Hum: 70.9%"
"12:56:44.925 -> Soil: 83.0% | Temp: 32.6°C | Hum: 70.7%"
"12:56:49.923 -> Soil: 84.0% | Temp: 32.7°C | Hum: 71.9%"
"12:56:54.919 -> Soil: 83.0% | Temp: 32.6°C | Hum: 71.2%"
"12:56:59.922 -> Soil: 82.0% | Temp: 32.6°C | Hum: 70.6%"
"12:57:04.912 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.7%"
"12:57:09.909 -> Soil: 82.0% | Temp: 32.6°C | Hum: 70.8%"
"12:57:14.897 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.8%"
"12:57:19.898 -> Soil: 82.0% | Temp: 32.7°C | Hum: 71.0%"
"12:57:24.896 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.6%"
"12:57:29.895 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.5%"
"12:57:34.885 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.4%"
"12:57:39.882 -> Soil: 83.0% | Temp: 32.7°C | Hum: 70.9%"
"12:57:44.927 -> Soil: 82.0% | Temp: 32.7°C | Hum: 71.5%"
"12:57:49.925 -> Soil: 82.0% | Temp: 32.7°C | Hum: 71.2%"
"12:57:54.912 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.9%"
"12:57:59.899 -> Soil: 82.0% | Temp: 32.7°C | Hum: 71.2%"
"12:58:04.888 -> Soil: 82.0% | Temp: 32.7°C | Hum: 71.3%"
"12:58:09.895 -> Soil: 81.0% | Temp: 32.7°C | Hum: 71.0%"
"12:58:14.926 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.0%"
"12:58:19.915 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.7%"
"12:58:24.907 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.9%"
"12:58:29.899 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.7%"
"12:58:34.888 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.9%"
"12:58:39.884 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.6%"
"12:58:44.917 -> Soil: 83.0% | Temp: 32.8°C | Hum: 70.9%"
"12:58:49.916 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.6%"
"12:58:54.899 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.3%"
"12:58:59.890 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.8%"
"12:59:04.884 -> Soil: 83.0% | Temp: 32.8°C | Hum: 70.9%"
"12:59:09.927 -> Soil: 82.0% | Temp: 32.7°C | Hum: 70.8%"
"12:59:14.880 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.2%"
"12:59:19.924 -> Soil: 82.0% | Temp: 32.7°C | Hum: 71.0%"
"12:59:24.921 -> Soil: 82.0% | Temp: 32.7°C | Hum: 71.0%"
"12:59:29.906 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.1%"
"12:59:34.888 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.2%"
"12:59:39.916 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.7%"
"12:59:44.881 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.0%"
"12:59:49.910 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.9%"
"12:59:54.921 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.4%"
"12:59:59.904 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.2%"
"13:00:04.885 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.0%"
"13:00:09.893 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.2%"
"13:00:14.913 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.0%"
"13:00:19.894 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.9%"
"13:00:24.920 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.4%"
"13:00:29.908 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.9%"
"13:00:34.900 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.2%"
"13:00:39.926 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.2%"
"13:00:44.917 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.0%"
"13:00:49.914 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.9%"
"13:00:54.899 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.1%"
"13:00:59.887 -> Soil: 82.0% | Temp: 32.8°C | Hum: 71.1%"
"13:01:04.919 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.4%"
"13:01:09.916 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.4%"
"13:01:14.914 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.4%"
"13:01:19.913 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.5%"
"13:01:24.902 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.2%"
"13:01:29.879 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.3%"
"13:01:34.913 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.8%"
"13:01:39.886 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.9%"
"13:01:44.918 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.7%"
"13:01:49.916 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.5%"
"13:01:54.917 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.6%"
"13:01:59.919 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.4%"
"13:02:04.905 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.7%"
"13:02:09.898 -> Soil: 82.0% | Temp: 32.8°C | Hum: 70.7%"
"13:02:14.886 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.7%"
"13:02:19.889 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.8%"
"13:02:24.885 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.5%"
"13:02:29.882 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.9%"
"13:02:34.888 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.6%"
"13:02:39.889 -> Soil: 82.0% | Temp: 32.9°C | Hum: 70.6%"
"13:02:44.889 -> Soil: 81.0% | Temp: 32.9°C | Hum: 70.6%"
